City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudness,Wind speed,Country,Date
369,mount isa,-20.7333,139.5,64.17,22,8,12.66,AU,1623294385
370,islamkot,24.6997,70.177,90.03,53,0,19.01,PK,1623294385
371,kruglolesskoye,44.6589,42.8142,57.29,93,99,2.51,RU,1623294385
372,ahipara,-35.1667,173.1667,65.25,77,47,6.44,NZ,1623294385
373,lake charles,30.2131,-93.2044,80.98,89,40,6.91,US,1623294386
374,pauini,-7.7136,-66.9764,77.94,76,100,1.3,BR,1623294386
375,herre,59.1,9.5667,61.77,99,100,3.62,NO,1623294386
376,andenes,69.3143,16.1194,55.08,82,90,14.97,NO,1623294387
377,camacha,33.0833,-16.3333,66.96,82,40,8.05,PT,1623294269
378,bad oldesloe,53.8117,10.3742,57.36,90,21,4.05,DE,1623294387
379,xuanzhou,30.9525,118.7553,74.07,97,100,3.94,CN,1623294387
380,santa isabel do rio negro,-0.4139,-65.0192,72.77,99,100,2.15,BR,1623294387
381,fez,34.0372,-4.9998,70.05,64,0,3.51,MA,1623294388
382,uray,60.1247,64.7758,58.64,48,15,4.7,RU,1623294388
383,ketchikan,55.3422,-131.6461,54.07,76,90,10.36,US,1623294388
384,laredo,27.5064,-99.5075,89.89,58,1,12.66,US,1623294388
385,banff,51.1762,-115.5698,52.92,69,25,4.99,CA,1623294389
386,moquegua,-17.1956,-70.9353,59.4,55,33,0.76,PE,1623294389
387,sunland park,31.7965,-106.58,94.62,14,1,1.01,US,1623294389
388,mamlyutka,54.9375,68.5394,57.22,61,100,9.1,KZ,1623294390
389,zyryanovsk,49.7386,84.2719,63.73,73,76,1.41,KZ,1623294390
390,manaure,11.7751,-72.4445,77.88,84,100,3.85,CO,1623294390
391,nchelenge,-9.3451,28.734,60.58,74,8,8.7,ZM,1623294390
392,sinnamary,5.3833,-52.95,77.92,85,100,9.46,GF,1623294391
393,kidal,18.4411,1.4078,90.73,16,2,5.46,ML,1623294391
394,jasper,37.2001,-94.3502,80.02,79,1,5.48,US,1623294391
395,puerto madryn,-42.7692,-65.0385,52.41,49,95,21.41,AR,1623294392
396,sawtell,-30.3833,153.1,59.02,47,77,12.66,AU,1623294392
397,kununurra,-15.7667,128.7333,76.98,22,73,9.22,AU,1623294392
398,san antonio,29.4241,-98.4936,84.09,77,1,1.01,US,1623294357
399,manjacaze,-24.7117,33.8828,59.43,94,11,1.36,MZ,1623294392
400,ilulissat,69.2167,-51.1,35.62,93,90,6.91,GL,1623294393
401,petropavlovsk-kamchatskiy,53.0452,158.6483,72.19,46,81,5.97,RU,1623294230
402,qinhuangdao,39.9317,119.5883,70.38,75,100,5.95,CN,1623294393
403,along,28.1667,94.7667,83.64,59,100,0.58,IN,1623294393
404,tacoronte,28.4769,-16.4102,76.14,44,0,4.61,ES,1623294394
405,mahibadhoo,3.7833,72.9667,83.28,72,21,13.96,MV,1623294394
406,yerbogachen,61.2767,108.0108,56.89,48,98,12.03,RU,1623294394
407,horqueta,-23.3428,-57.0597,66.97,99,94,3.47,PY,1623294394
408,salvador,13.8333,-88.9167,70.2,95,100,1.97,SV,1623294354
409,pineville,31.3224,-92.4343,80.89,80,1,7.31,US,1623294235
410,noumea,-22.2763,166.4572,78.78,99,0,6.85,NC,1623294395
411,tondano,1.3038,124.9112,86.09,64,49,3.18,ID,1623294395
412,chardara,41.2547,67.9692,80.73,26,0,5.19,KZ,1623294395
413,jibert,46.0,25.0667,51.06,95,50,1.3,RO,1623294396
414,yar-sale,66.8333,70.8333,45.54,60,99,11.61,RU,1623294396
415,fomboni,-12.28,43.7425,79.52,60,0,19.24,KM,1623294396
416,guadalupe y calvo,26.1,-106.9667,61.45,58,73,3.8,MX,1623294396
417,trairi,-3.2778,-39.2689,76.78,90,44,8.19,BR,1623294317
418,buala,-8.145,159.5921,83.5,75,84,9.62,SB,1623294397
419,el rosario,24.2556,-107.1828,86.2,66,22,2.48,MX,1623294397
420,sabang,5.8933,95.3214,83.14,71,100,14.67,ID,1623294397
421,batagay-alyta,67.8006,130.4114,44.96,64,96,11.54,RU,1623294398
422,vaitape,-16.5167,-151.75,80.87,78,52,11.1,PF,1623294398
423,tyrma,50.0833,132.1667,81.39,35,90,11.39,RU,1623294398
424,carutapera,-1.195,-46.02,75.29,93,98,4.65,BR,1623294399
425,ofaqim,31.3141,34.6203,71.74,60,0,5.08,IL,1623294399
426,polunochnoye,60.8697,60.4153,56.95,37,31,4.76,RU,1623294399
427,san jose,37.3394,-121.895,61.36,56,40,3.0,US,1623294381
428,lagoa,39.05,-27.9833,65.46,95,100,13.27,PT,1623294399
429,baie-comeau,49.2168,-68.1489,51.12,47,6,9.69,CA,1623294309
430,mana,5.6592,-53.7767,77.11,87,85,8.5,GF,1623294400
431,mareeba,-17.0,145.4333,74.44,63,1,5.35,AU,1623294400
432,progreso,21.2833,-89.6667,77.11,76,71,12.08,MX,1623294400
433,dalvik,65.9702,-18.5286,49.35,88,100,2.13,IS,1623294401
434,kahului,20.8947,-156.47,82.42,69,40,26.46,US,1623294401
435,constitucion,-35.3333,-72.4167,53.91,81,100,3.4,CL,1623294401
436,chumikan,54.7183,135.315,44.91,92,100,4.07,RU,1623294402
437,cartagena del chaira,1.3349,-74.8429,69.28,99,89,2.51,CO,1623294402
438,kempele,64.9131,25.5034,55.42,88,0,3.44,FI,1623294402
439,luwuk,-0.9516,122.7875,86.41,64,46,4.74,ID,1623294402
440,neuquen,-38.9516,-68.0591,52.56,49,94,20.83,AR,1623294403
441,blagoyevo,63.3667,47.9167,59.86,50,47,1.97,RU,1623294403
442,ouallam,14.3188,2.0866,86.43,46,96,11.16,NE,1623294403
443,iwanai,42.9744,140.5089,77.05,37,25,4.52,JP,1623294403
444,pangkalanbuun,-2.6833,111.6167,90.12,54,36,2.77,ID,1623294404
445,san patricio,28.017,-97.5169,82.85,89,6,11.1,US,1623294404
446,inirida,3.8653,-67.9239,72.18,98,93,1.05,CO,1623294404
447,mitsamiouli,-11.3847,43.2844,76.89,68,0,9.73,KM,1623294404
448,turan,16.0678,108.2208,94.98,49,40,2.3,VN,1623294405
449,asau,46.4333,26.4,55.4,91,13,4.38,RO,1623294405
450,pacific grove,36.6177,-121.9166,61.2,77,20,4.0,US,1623294405
451,raga,8.4596,25.678,71.44,79,25,2.21,SS,1623294406
452,ibra,22.6906,58.5334,85.91,57,2,1.12,OM,1623294406
453,batyrevo,55.0675,47.6111,55.83,87,62,11.14,RU,1623294406
454,kon tum,14.35,108.0,77.86,80,94,2.84,VN,1623294406
455,naze,28.3667,129.4833,76.35,79,88,15.88,JP,1623294407
456,khasan,42.4308,130.6434,64.06,78,100,12.12,RU,1623294407
457,aswan,24.0934,32.907,84.0,17,0,9.1,EG,1623294407
458,shirvan,39.9509,48.8994,70.41,62,0,0.31,AZ,1623294407
459,kathu,7.9178,98.3332,85.82,78,100,11.97,TH,1623294408
460,yangjiang,21.85,111.9667,88.95,70,88,8.52,CN,1623294408
461,narsaq,60.9167,-46.05,43.02,89,72,4.45,GL,1623294408
462,beloha,-25.1667,45.05,63.18,84,1,9.75,MG,1623294409
463,bonavista,48.6499,-53.1147,41.34,83,100,10.87,CA,1623294409
464,saquarema,-22.92,-42.5103,68.9,92,17,9.71,BR,1623294323
465,radchenko,56.6803,36.3718,55.62,85,99,7.61,RU,1623294409
466,tezu,27.9167,96.1667,86.85,60,100,2.95,IN,1623294409
467,lerwick,60.1545,-1.1494,51.8,97,100,5.88,GB,1623294410
468,inhambane,-23.865,35.3833,64.17,79,0,3.51,MZ,1623294410
469,flin flon,54.7682,-101.865,60.22,68,39,4.65,CA,1623294410
470,port lincoln,-34.7333,135.8667,57.11,62,98,13.65,AU,1623294410
471,havoysund,70.9963,24.6622,54.48,74,100,10.29,NO,1623294411
472,puerto quijarro,-17.7833,-57.7667,76.57,57,14,0.85,BO,1623294411
473,satellite beach,28.1761,-80.5901,81.09,82,1,3.0,US,1623294283
474,nueva gorgona,8.55,-79.8667,82.22,99,100,3.53,PA,1623294411
475,inzer,54.2167,57.5556,59.23,80,96,2.19,RU,1623294412
476,jalu,29.0331,21.5482,72.77,48,80,9.71,LY,1623294412
477,belmonte,-15.8631,-38.8828,72.1,85,17,8.05,BR,1623294412
478,svetlyy,54.675,20.1347,53.65,91,0,5.41,RU,1623294412
479,tiruvannamalai,12.2167,79.0667,87.24,44,100,11.54,IN,1623294413
480,ugoofaaru,5.6667,73.0,82.67,71,29,13.06,MV,1623294413
481,jibuti,11.5,42.5,81.82,40,5,1.92,DJ,1623294413
482,caruray,10.3094,119.0128,87.91,66,80,6.24,PH,1623294413
483,novi troyany,45.9427,28.8563,59.76,86,52,10.4,UA,1623294414
484,poum,-20.2333,164.0167,74.86,69,34,14.12,NC,1623294414
485,sabha,27.0377,14.4283,76.71,30,36,22.82,LY,1623294414
486,arlit,18.7369,7.3853,88.27,12,92,6.89,NE,1623294414
487,wamba,8.9333,8.6,73.09,91,100,2.08,NG,1623294415
488,tabou,4.423,-7.3528,77.88,84,100,3.89,CI,1623294415
489,develi,38.3906,35.4922,51.15,74,8,1.92,TR,1623294415
490,mandalgovi,45.7625,106.2708,77.41,14,99,19.93,MN,1623294416
491,evensk,61.95,159.2333,45.01,88,94,4.9,RU,1623294416
492,senador jose porfirio,-2.5908,-51.9542,74.28,94,100,3.49,BR,1623294416
493,ca mau,9.1769,105.15,84.72,71,100,9.35,VN,1623294163
494,anloga,5.7947,0.8973,81.28,77,100,7.16,GH,1623294416
495,bathsheba,13.2167,-59.5167,81.21,69,20,18.66,BB,1623294417
496,mahon,39.8885,4.2658,66.76,68,0,6.91,ES,1623294417
497,ballesteros,18.4126,121.5152,87.01,65,100,5.84,PH,1623294417
498,makokou,0.5738,12.8642,69.58,98,78,1.52,GA,1623294418
499,sept-iles,50.2001,-66.3821,49.05,58,77,3.0,CA,1623294418
500,male,4.1748,73.5089,83.01,72,39,13.91,MV,1623294418
501,richards bay,-28.783,32.0377,60.71,93,7,2.86,ZA,1623294418
502,nerchinskiy zavod,51.3088,119.61,61.03,70,61,8.88,RU,1623294419
503,avinurme,58.9822,26.8642,60.06,74,83,2.91,EE,1623294419
504,auki,-8.7676,160.7034,85.19,65,38,3.31,SB,1623294419
505,tolaga bay,-38.3667,178.3,62.35,79,21,10.38,NZ,1623294419
506,tual,-5.6667,132.75,81.57,77,100,16.26,ID,1623294420
507,luganville,-15.5333,167.1667,80.4,68,58,9.64,VU,1623294420
508,bambanglipuro,-7.95,110.2833,67.6,72,22,7.36,ID,1623294420
509,hovd,48.0056,91.6419,65.48,39,33,4.99,MN,1623294421
510,aguada de pasajeros,22.385,-80.8508,77.14,86,92,8.21,CU,1623294421
511,sulina,45.1559,29.6536,62.13,89,13,9.46,RO,1623294421
512,sambava,-14.2667,50.1667,67.68,79,1,9.64,MG,1623294421
513,sebeta,8.9167,38.6167,59.04,76,4,0.92,ET,1623294422
514,kristiinankaupunki,62.2743,21.376,55.27,70,67,3.44,FI,1623294422
515,tuatapere,-46.1333,167.6833,49.82,82,100,0.89,NZ,1623294422
516,nome,64.5011,-165.4064,43.16,93,90,9.22,US,1623294423
517,kalach-na-donu,48.691,43.5264,63.72,83,30,6.98,RU,1623294423
518,rancho palos verdes,33.7445,-118.387,69.51,71,20,5.01,US,1623294423
519,moranbah,-22.0016,148.0466,63.61,22,0,6.13,AU,1623294424
520,cabra,37.4725,-4.4421,63.7,33,4,2.89,ES,1623294424
521,toba,34.4833,136.85,85.32,78,0,8.99,JP,1623294424
522,mondovi,44.396,7.8176,66.72,78,18,3.91,IT,1623294424
523,askarovo,53.3372,58.5089,58.15,63,40,3.58,RU,1623294425
524,stephenville,32.2207,-98.2023,81.95,78,40,4.61,US,1623294425
525,daloa,6.8774,-6.4502,71.71,99,100,3.65,CI,1623294425
526,karasjok,69.4719,25.5112,53.71,57,87,2.48,NO,1623294426
527,katangli,51.7102,143.2326,74.75,50,77,9.75,RU,1623294426
528,timra,62.487,17.3257,55.08,88,75,3.44,SE,1623294426
529,boa vista,2.8197,-60.6733,76.98,88,75,3.44,BR,1623294426
530,mirnyy,62.5353,113.9611,68.2,31,22,13.67,RU,1623294427
531,normandin,48.8333,-72.5321,50.88,41,100,6.89,CA,1623294427
532,grand gaube,-20.0064,57.6608,73.8,76,38,5.99,MU,1623294427
533,seoni,22.0833,79.5333,82.74,63,36,6.96,IN,1623294428
534,quatre cocos,-20.2078,57.7625,73.51,77,49,19.13,MU,1623294428
535,ixtapa,20.7,-105.2,83.23,78,40,0.0,MX,1623294383
536,moussoro,13.6408,16.4901,90.68,33,70,7.31,TD,1623294428
537,nalut,30.3333,10.85,70.81,41,0,10.36,LY,1623294137
538,pochutla,15.7432,-96.4661,77.11,85,100,4.0,MX,1623294429
539,witbank,-25.8713,29.2332,43.97,71,37,4.29,ZA,1623294429
540,hadejia,12.4498,10.0444,85.66,49,100,14.25,NG,1623294429
541,abha,18.2164,42.5053,66.45,37,0,6.98,SA,1623294429
542,rye brook,41.0193,-73.6835,78.93,81,1,1.01,US,1623294430
